Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Monthly,salary,age,python_yn,R_yn,spark,aws,excel
Data Scientist,"₹646,651","Your Profile
Will demonstrate cross functional interactions with big data engineering, product and reporting teams.
Work on building intelligence to solve business problems on customer engagement & customer experience across BookMyShow applications.
Will Perform data analysis by integrating different data sources
Will participate and add value throughout data lifecycle - data capturing, model inputs, format and API handshake required
Will develop deployable models that can be integrated with production systems
Should understand business and customer challenges and create models to support decision making
Will be developing advanced statistical models, machine learning methods, data mining ,HDFS MR jobs, Big data streaming, deploying high-end real time solutions,analysing and reporting on various datasets.
Your Checklist
Passionate about everything around data
Understanding business problems and addressing them by leveraging BIG data
Ability to communicate data models in a clear and precise manner
Building predictive statistics, user behaviour models, supervised & unsupervised machine learning.
Programming ability using R/Octave/Python or equivalent tools
Hands on SQL experience
Experience with Map Reduce , Apache streaming, HDFS and NoSQL is a plus.
Working knowledge of technology stack - HDFS, Spark, Flink, NoSQL, AWS, Docker
3 - 6 years of relevant experience.
Prior expereince of digital analytics/ fraud analytics/ forecast and personalisation is a must.
Statistics majors or equivalent in Operations Research, Applied Mathematics, Physics, Computer science is a MUST.",3.7,"BookMyShow
3.7",Mumbai,"Mumbai, India",1001 to 5000 employees,2007,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,0,646651.0,13,1,0,1,1,0
Data Analyst- Associate,₹123K - ₹134K,"JPMC is looking at expanding our digital capabilities and we are investing in growth opportunities for various businesses. We are looking for commercially minded, customer focused, hands on engineers, who want to be a part of building exciting product offering. A core responsibility is to produce secure, scalable technical solutions to support our market leading products.

Culture is as important to us and we are looking for intellectually curious and honest, passionate, hungry individuals who would like to expand their skills whilst working on a new exciting venture for the firm. This role will be based in Bangalore, India. A JPMorgan Chase & Co.'s global team of technologists and innovators, helps to positively impact the company, as well as our clients and our business partners around the world.

The success of this business relies on the platform that will be built - we will be using a stack that is cloud native relying on cutting edge technology and seek full stack minded engineers.

In this role, the candidate will be responsible for providing analytical SQL support to various functions within the business. Over time, the support will also extend to providing statistical analysis and consequently, this role will suit a candidate looking to extend their analytical capabilities.

Key Responsibilities

• Provide analytical support using SQL in order to help Business-LOBs to measure KPIs or perform ad-hoc data exploration

• Gain familiarity with a variety of data sources ranging from incoming event-streams to tabular data across various LOBs

• Help the LOB stakeholders innovate through data-driven decisioning by querying data and merging information from diverse data sources to create rich datasets that enable better decision-making

• Work with other Analytics teams and multi-task on projects to summarize and synthesize data and present recommendations to the businesses in a clear and logical manner

• Identify unexplored data opportunities for the business to unlock and maximize the potential of digital data within the organization

• Support ongoing technology evaluation process and proof of concept projects

Qualifications

• Proven working experience as a data analyst or business data analyst

• Knowledge of modern MPP databases and big-data (Hadoop) concepts

• Technical expertise regarding data models, database design development, data mining and segmentation techniques

• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

• Adept at queries, report writing and presenting findings

• Experience with relational databases utilizing SQL to pull and summarize large datasets, report creation and ad-hoc analyses

• Experience in agile reporting development and ability to interpret unstructured data and draw objective inferences given known limitations of the data

• Demonstrated ability to think beyond raw data and to understand the underlying business context and sense business opportunities hidden in data

• Strong written and oral communication skills; ability to communicate effectively with all levels of management and partners from a variety of business functions

• Self-starter who can provide insights and drive results in a dynamic and fast evolving environment

• Ability to define and track project deliveries through to implementation

• Proactive/self-starter with the ability to deliver value-added support to business partners in a dependable, timely and accurate manner

• Adept at multi-tasking and meeting deadlines in high-pressure environmentJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.",3.9,"J.P. Morgan
3.9",Bengaluru,"New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,₹500+ billion (INR),-1,0,123.0,221,0,0,0,0,0
Data Scientist (Internship),₹30K - ₹32K,"Functional Area Other
Industry Type IT-Software-Software Services
Keywords Internship

Key Responsibilities

Explore and analyze large datasets
Help build models using NLP and other ML algorithms
Use analytical tools to extract and transform data
Use best practices for training, testing and validation to build more effective models Key Requirements

Comfortable manipulating, analyzing and transforming high- volume data
Experience in NLP/ML projects
Proficiency in Python
Proficiency with SQL
Expertise in statistical analysis
Excellent problem- solving and analytical skills
Excellent written and verbal communication skills
Enjoy working in a team

Desired Candidate Profile

Profile Description
NA

Under Graduate Qualification

PG Qualifications Any PG Course (Any Specialization)
Note: Candidate should have either UG or PG qualifications",4.9,"J.P. Morgan
3.9",Indore,"Pune, India",1 to 50 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹10 to ₹50 million (INR),-1,0,30.0,4,1,0,0,0,1
Data Scientist,"₹775,711","Job Summary
Black & Veatch is looking for a generalist Data Scientist that will help develop sophisticated statistical and predictive analytics solutions. This role will strategically partner with data consumers across business areas and IT leadership to create production ready data science solutions. The Data Scientist will leverage a broad set of technologies from the Azure, AWS, Databricks, R, SPSS, and domain specific tools like NLP and computer vision. This role will be a life-long learner reporting to and with access to expert senior data scientist guidance and leadership.
Gather and refine requirements from business users and IT professionals to create a set of development requirements.
Build data science solutions like predictive models.
Be responsible for performance tuning models before production launch.
Monitor model performance while in production and know how to re-deploy models to production after optimization.
Know cutting edge quantitative and qualitative research methods and statistical analysis methodologies
Key Responsibilities
Continual improvements in IT efficiency and effectiveness around:
Data Science
Data Development
Analytics
Data Storytelling
Data model optimization
Create efficient data science solutions with industry best practices.
Search for opportunities where already developed Data Science assets can be reused across different business units.
Know how to connect to different data sources like databases, servers, sharepoint, and flat files (like Excel and CSV).
Streamline and optimize data models.
Leverage PowerApps and Forms to solicit and collect data from users and applications.
Know how to scrub and manipulate data.
Produce white paper/research article type documentation outlining each deliverable.
Help to design the governance framework for company-wide data governance.
Coordinate with IT directors and other technical managers to oversee the strategic development of technology roadmaps that align to delivering business roadmaps.
Help design the standards, guidelines, and principles that the rest of IT uses to create data science solutions.
Preferred Qualifications
PhD Degree in Mathematics or Statistics or Computer Science or Econometrics or Data Science.
Prior experience with structured and unstructured data.
Excellent analytical and communication skills
Able to perform independent evaluation, selection, and application of BI standard techniques and procedures.
Able to articulate user experience design principles to team members and end users.
Strong interpersonal, presentation, written communication, and facilitation skills.
Organizational skills to facilitate a productive working environment.
Able to prioritize and work on multiple projects at the same time.
Minimum Qualifications
Bachelor's/Master’s degree in Computer Science, Data Science, Statistics, Analytics, Mathematics, or Business Intelligence from a four-year academic institution.
Total experience- 10+ years.
Able to develop and consult with business units to deliver BI solutions.
Minimum 8-12 years of previous experience as an IT professional.
Minimum 5+ years of experience as a Data Scientist.
Expert Proficiency in SQL, Python, R, SPSS, or SAS (Mandatory).
Experience with Azure, AWS, or Databricks.
Technical Proficiency in scripting languages.
Certifications
Preferred: Microsoft Certified in BI Reporting.
Work Environment/Physical Demands
Competencies
Resourcefulness
Salary Plan
ITS: Information Technology Service
Job Grade
006

Job Segment:
Scientific, Engineering",3.6,"Black & Veatch
3.6",Vikhroli,"Overland Park, KS",10000+ employees,1915,Company - Private,Architectural & Engineering Services,Business Services,₹100 to ₹500 billion (INR),"Burns & McDonnell, Kiewit Corporation",0,775711.0,105,1,0,0,1,1
Data Scientist,"₹475,676","Experience : 3 – 8 Years

Location : India – Pune
Hands-on experience as a Data Scientist
Through understanding of Machine Learning and Statistical models
Experience in R and Python
Experience in one or more areas of predictive modelling, text mining, time series analysis and unsupervised learning methods
Innovative thinking in building complex learning models
Identify and extract interesting pattern from structured and unstructured data
Experience in building state of the art solutions with structured, semi structured and unstructured data
Collaborate with a cross-functional team including data scientists, business analysts and software engineers
Experience with machine learning frameworks e.g., Theano, KERAS,Tensorflow
Additional programming skills like Java and Scala would be a plus",3.8,"Nitor Infotech
3.8",Pune,"Pune, India",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,475676.0,14,1,0,0,0,0
Data Scientist,"₹1,808K - ₹1,975K","AppZen delivers the world’s leading AI platform for modern finance teams. Starting with business spend, we automate manual process, uncover problems, and optimize decision making for enterprises around the globe, including one-fourth of the Fortune 500. Our platform combines patented deep learning, computer vision, and semantic analysis with intelligence from thousands of online data sources to understand financial transactions in business context and make decisions before those transactions happen. AppZen is a must have for CFOs and their teams to reduce spend, achieve compliance, and streamline process.

We’ve taken off this year! Since we released our platform in 2016, over 1,800 enterprises have standardized on AppZen, including three of the top ten banks, four of the top ten media companies, three of the top ten pharmaceutical manufacturers, two of the top five aerospace companies, and five of the top ten software providers. We were a Gartner Cool Vendor last year, have been recognized as one of the fastest-growing technology companies in the market, and we just announced $50 million in Series C funding.

We are looking for a Data Scientist to come and work on our growing AI stack. You will be working with a team of highly skilled and motivated data scientists and machine learning engineers. If you are excited about natural language understanding and machine translation, AppZen is the right place for you to apply and grow your skills.

Must-Have:
Solid understanding of machine learning fundamentals, and familiar with standard algorithms and techniques.
Ability to analyze a wide variety of data: structured and unstructured, observational and experimental, to drive system designs and product implementations.
Expert knowledge of a statistical computing language such as Python or R Knowledge of probability and statistics, including experimental design, predictive modeling, optimization, and causal inference Experience in design and deployment of real-world, large-scale, user-facing systems.
Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
Manage your own process: identify and execute on high impact projects, triage external requests, and make sure you bring projects to conclusion in time for the results to be useful.
Excellent written and verbal technical communication skills; communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions.
M.Sc. or M.E. or M.Tech in Computer Science, Engineering, Statistics, or other relevant technical fieldMust have 4-6 years of industry experience.
Able to work onsite in Pune, IN
You are a team player
Come as you are, we do not discriminate! We celebrate, support, and thrive upon our diverse customer and employee base.",3.8,"AppZen
3.8",Pune,"San Jose, CA",201 to 500 employees,2012,Company - Private,Financial Transaction Processing,Finance,₹500 million to ₹1 billion (INR),-1,0,1808.0,8,1,0,0,0,1
Data Scientist,"₹1,048K - ₹1,141K","• Good Knowledge on the automotive Communication protocols like CAN, Flex ray
• Sound knowledge on the Driver assistance systems (feature functions like lane departure prevention, collision avoidance etc.)
• Practical knowledge of automotive sensors like Camera, RADAR etc.
• Testing, Debugging and validation of application software as per the Requirement (in DOORS)

Additional skills: (Optional)
• Overview on Ethernet communication protocol
• Hands on with visualization tools for sensors
• Good Overview on analyzing time series data, (ASC, MAT, DAT file),
• Good knowledge on latest trends like LIDARs and multi-mode RADARs.
• Knowledge on Atlasian tools like Confluence, JIRA etc.

• Good Knowledge on the automotive Communication protocols like CAN, Flex ray
• Sound knowledge on the Driver assistance systems (feature functions like lane departure prevention, collision avoidance etc.)
• Practical knowledge of automotive sensors like Camera, RADAR etc.
• Testing, Debugging and validation of application software as per the Requirement (in DOORS)

Additional skills: (Optional)
• Overview on Ethernet communication protocol
• Hands on with visualization tools for sensors
• Good Overview on analyzing time series data, (ASC, MAT, DAT file),
• Good knowledge on latest trends like LIDARs and multi-mode RADARs.
• Knowledge on Atlasian tools like Confluence, JIRA etc.",3.4,"Mercedes-Benz Research and Development India Private Limited
3.4",Bengaluru,"Chakan, India",1001 to 5000 employees,1996,Company - Private,IT Services,Information Technology,₹10 to ₹50 billion (INR),"Volkswagen, Tata Motors",0,1048.0,24,0,0,0,0,0
Data Scientist,₹420K - ₹457K,"We have an exciting opportunity for a Data Scientist to join our dynamic AI Development team. This permanent position is well suited to an individual that is looking to advance their career in Python / R / Java Programming and gain hands-on experience in a thriving and supportive workplace.

Objectives: 
Primary focus on applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.
Ability to manage time and follow guidelines and processes.
Procedures: 
Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
 Selecting features, building and optimizing classifiers using machine learning techniques
 Once the data source has been identified, mine and analyse data to drive optimization and improvement of product development, marketing techniques and business strategies.
 Enhancing data collection procedures to include information that is relevant for building analytic systems
 Design and review data collection procedures for regulatory compliance.
 Develop custom data models and algorithms to apply to data sets.
 Present information using data visualization techniques
 Propose solutions and strategies to business challenges
 Collaborate with SAS programming and Statistics teams
 Develop company A/B testing framework and test model quality.
 Develop processes and tools to monitor and analyse model performance and data accuracy.
 Raise awareness with other team on Data Science techniques and approaches.
 Have a good understanding of ICH/GCP guidelines.
 Follow appropriate Project Management procedures.
 Communicate effectively with project team.
Key Contacts/Relationships (Internal & External):
Internal:
Work closely with other project team members, mentor and line manager.
External:
Under supervision, may have limited interaction with internal clients to complete various programming activities. To fulfil this role, the Data Scientist supported by AI team members, may be required to participate in project team meetings and be responsive on an ad-hoc basis.

Qualified to degree level or equivalent, preferably in a numerate discipline
Good knowledge on statistics.
5 years of experience on Programming / Data Science Industry and minimum 2 year as Data Scientist",4.0,"Quanticate
4.0",Bengaluru,"Hitchin, United Kingdom",201 to 500 employees,1995,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,₹1 to ₹5 billion (INR),"GCE Solutions, Parexel, IQVIA",0,420.0,25,1,0,0,0,0
Data Scientist,₹351K - ₹381K,"We are looking for a data scientist with an experience of 3+ years in deriving insights using analytical models handling vast amounts of data available across multiple platforms. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products. Experience in social media analytics is a must.

RESPONSIBILITIES
Data mining using state-of-the-art methods
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Selecting features, building and optimizing models using machine learning techniques
Doing ad-hoc analysis and presenting results in a clear manner
Creating proposals and presentations
SKILLS
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests etc.
Experience in Predictive modelling, ensemble modelling, sentiment analysis, NLP, Time-Series Analysis, Deep Learning, Reinforcement learning, Recommender Systems
Experience with common data science toolkits, such as R, Python etc.
Experience with data visualisation tools, such as Tableau, Power BI, Qlikview etc.
Proficiency in using query languages such as SQL and HQL
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Great communication skills
Benefits and Perks
Working with smart, young, mission-driven people
Approachable management team
Mobile allowance
Travel allowance
Regular team outings
Flexible Schedules",1.0,"Emerging India Group
1.0",India,"Noida, India",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,351.0,-1,1,0,0,0,1
Data Scientist,₹366K - ₹400K,"Looking for:
Strong background in Machine Learning and Statistics.
Fluency in Python and R programming language.
Good understanding of Relational & Non- Relational database and SQL.
Familiar with Tensor Flow, OpenCV and Tesseract OCR.
1-3 years of relevant experience.
Good communication skills.
Portfolio/Demoable project from previous experience.

Responsbilities:
Work on projects related to healthcare.
Build models and analyze medical data collected from healthcare devices and apps.
Build models and tools for analyzing pills and different medicine images.
Expose this data to mobile and web apps to build feature set.

Job Perks:",4.6,"Cumulations Technologies
4.6",Bengaluru,"Bengaluru, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,366.0,-1,1,0,0,0,0
Data Scientist,₹17K - ₹19K,"Qualification: BS/MS/MCA, BCA in Computer Science or equivalent Experience: 3+ Years

Key Responsibilities:
Dive into the data and identify patterns
Development of end-to-end models and policy for our existing products
Development of Fraud models and fraud rule engine
Collaborate with various stakeholders (e.g. tech, product) to understand and design best solutions which can be implemented
Work on cutting-edge techniques e.g. machine learning and deep learning models

Skills Required:
Strong Mathematics Basics
Proficiency in Python, Matlab, C++ or any other AI language of choice
Demonstrated expertise in solving Data Science problems from first principles
Familiarity with relational and NoSQL databases
Experience with Unix/Linux
Good Problem solving & Analytical Skills",3.9,"Redian Software
3.9",Gurgaon,"Noida, India",1 to 50 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,17.0,4,1,0,0,0,0
Data Scientist,₹705K - ₹759K,"Bangalore, Karnataka - India | Posted - 19/02/2020

Overview

Primary skills

Machine learning models for real-world problems using Python, R, or other languages
Deep Learning using Tensorflow, PyTorch using Keras or fast.ai

Secondary skills

GCP, AWS, Azure

Nice to have skills

Hadoop, Hive, Pig and Spark

Details of the kind of project / client the candidate would be working on

Inhouse Product Development for Skoruz

Details of the kind of projects you would prefer the candidate to have worked on

Expertise in SQL is a must

Any specific domain / industry experience that you would prefer the candidate to have

Exposure to Social Media Data management is a plus, but not mandatory

Few KRA’s the candidate would have and should have had in the past

Should have delivered end to end Data Data Solutions

Details of the role the candidate would play in the organization / project

Design and develop end to end data pipeline and management for Product Development on AWS Stack, mentor junior team members as we grow the team, Take lead on client engagements as and when necessary (Secondary Responsibility)

Years of experience

5 to 8 years
Job Details
N/A
Contact Person Details
Gangadhar T M",4.2,"Skoruz
4.2",Bengaluru,"Fullerton, CA",201 to 500 employees,2007,Company - Private,IT Services,Information Technology,₹1 to ₹5 billion (INR),-1,0,705.0,13,1,0,1,1,0
Data Scientist,₹489K - ₹535K,"PipeCandy is a 'one of its kind', 'data science' driven market intelligence platform that tracks the global eCommerce landscape. Our insights are used by well known global brands and startups. We are venture funded by India, the US, and Singapore based investors.

About the Role:
We are building a complex data product that aims to revolutionize industry intelligence by applying sophisticated machine learning & AI algorithms on millions of data points.
We are looking for a Data Scientist to ensure that the quality of this product always stays top-notch and world-class. If you love working with data, have an eye for detail and a strong adherence to quality then we’d love to hear from you.

This is a senior position where the analyst will work under the general direction of the Chief Data Scientist and senior staff in the Data Management team. The primary responsibility is to treat data as an asset and become the expert source for data standards and policy-related questions.

Key Responsibilities:
Manage the creation, deployment, and maturity of data governance processes and technology including master data, metadata, and data quality initiatives
Identify opportunities to ensure transparent, high-quality data across sources and platforms
Review, clean and add business records and formatting rules to every taxonomy/hierarchy in the product database in support of long-term data governance.
Develop processes and tools for data cleansing, de-duplicating, and other data preparation, standardization, and transformation
Collaborate with various teams to standardize data and ensure adherence to data ingestion and governance standards
Conduct root cause analysis and proposed improvement solutions
Leverage subject matter expertise to ensure data products are understood by the business users
This position requires a proficient level of experienced analytical and programming capabilities, defining requirements, developing and/or maintaining computer applications/systems, and ability to meet business needs within deadlines.

Here’s what we’re looking for in you:
Works to develop analytical/ data mining/ machine learning models using Python, R and other tools
Gather, evaluate and document requirements, ability to build an algorithm (statistical/ data mining/ machine learning) based on requirements and specifications provided
Works with data and is able conceptualize and improvise analytical solutions to problems
Ability to deploy analytical algorithms within a larger business application
Ability to visualize data and results of data analysis & analytical models
Create model documentation as per client/ regulatory standards

Qualifications & Competencies Required:
1+ years of total relevant experience
Degree in a quantitative field (Math, Statistics, Economics, Physics, and/ or Engineering, MBA)

Desired:
Ability to work with business and technology teams to build and deploy an analytical solution as per needs
Ability to multi-task, solve problems and think strategically
Strong communication and collaboration skills

Skills Required:
Experience with statistical analysis using R and Python. Experience with Spark and ML as plus
Good experience in data discovery, exploration and algorithm development
Experience with working on large data sets and developing scalable algorithms
Hands-on experience of machine learning and data mining algorithms such as decision trees, classifiers, text mining/ NLP, clustering, and regression
Exp in SAS, SPSS, or scripting languages such as Java a plus
Knowledge of Hadoop and other distributed computing platforms
Broad knowledge of data mining, NLP algorithms, machine learning algorithms and other techniques technologies
Strong analytical and problem solving skills
Excellent presentation and communication skills

Perks:
Flat organization structure with an opportunity to work very closely with the founders
Access to learning, training sessions outside of your immediate line of work
Access to group kindle account with latest titles
Stocked pantry, of course",4.6,"PipeCandy
4.6",Chennai,"Walnut, CA",1 to 50 employees,2016,Company - Private,Internet,Information Technology,₹100 to ₹500 million (INR),-1,0,489.0,4,1,0,1,0,1
Data Scientist,"₹3,084,051","Locations: Bangalore, Data Science & Analytics, Mountain View, New Jersey, New York

Alphonso is a TV data company and the market leader in providing brands and agencies with verified TV audiences across all screens. Alphonso’s TV data platform processes billions of data points every day about TV content and ad viewership, in the US and internationally.

Our best-in-class automated content recognition (ACR) uses advanced fingerprinting technology to identify ads and programming on TV in real time. With the industry’s largest TV data footprint, we map ad exposure data from tens of millions of households to a broad range of third-party data sets such as demographic data, location data, transaction data, web visit data and more, all in a privacy-safe fashion, to help brands understand consumer behavior across the digital and offline realms.

We are looking for data scientists / ML engineers who go above and beyond textbook solutions; critical thinkers who apply their expertise to solve unique problems and draw deep insights from this vast pool of data. You will have the opportunity to drive impact across the board, including making strategic decisions about our products and infrastructure.

Responsibilities:
Develop scalable data models, machine learning algorithms to facilitate data-driven decision making
Take advantage of massive amounts of structured data to understand end user behavior and help our advertising customers get better bang for the buck
Design and evaluate experiments
Use AI/deep learning techniques in conjunction with our ACR technology to extract deep insights
Be a thought leader and go-to expert on everything data

Requirements:
MS/PhD in Computer Science, Statistics, Engineering, or another relevant quantitative field
Experience with machine learning algorithms and/or statistical modeling
Proficiency in Python/R/Scala or other programming languages
Familiarity with Big data technologies like Hadoop, Map/Reduce, Spark, Hive etc. is a plus",4.1,"Alphonso
4.1",Bengaluru,"Mountain View, CA",51 to 200 employees,2012,Company - Private,TV Broadcasting & Cable Networks,Media,Unknown / Non-Applicable,-1,0,3084051.0,8,1,0,1,0,0
Data Scientist,₹432K - ₹465K,"Data Scientist

Pune, India
About Us

Coditation Systems is a next generation product engineering partner specializing in Data + Cloud Engineering. We are a young team led by a group of passionate technologists having a proven track record of building complex products using next generation technologies, frameworks and platforms.

What are we looking for?

A Data Scientist who would take responsibility to help the team with building automated algorithms, end to end data products and business insights generations. Someone whose role requires high technical aptitude, problem-solving abilities, motivation, intellectual curiosity, and a passion for data discovery.

A scientist who will be the centre of innovation for the company and a major contributor to the company’s products and business.

A Day in the Life
Deep understanding of statistics and ML algorithms work internally with proficiency in supervised and unsupervised algorithms
Exposure to time series forecasting/classification
Exposure to Ensemble modeling
Researching the latest modeling techniques. Understanding trade-offs between competing approaches
Exposure to Deep Learning and NLP is an added advantage
Model design and implementation: This would require experience in deriving feature sets, feature engineering, model training and evaluation
Fast-paced work environment
What you’ll need
Hands on experience in handling large data sets strongly preferred
Experience in deploying trained models for high scalability on public cloud platforms (AWS/GCP) using Dockers/Kubernetes
In-depth knowledge of Time Series Modelling, LSTMs, Regression techniques, Decision trees. Classification algorithms like Neural Nets, SVMs. Clustering algorithms like KNNs, Expectation Maximising algorithm
Knowledge of Data Engineering
Good to have knowledge of TensorFlow, PyTorch, PySpark, MXNET etc.
*

Job Type: Full-time

Salary: ₹1,400,000.00 to ₹2,000,000.00 /year

Experience:
total work: 3 years (Required)
Dockers/Kubernetes: 3 years (Preferred)
Education:
Bachelor's (Required)
Location:
Pune, Maharashtra (Preferred)
Work Remotely:
Temporarily due to COVID-19",3.1,"Coditation Systems
3.1",Pune,"Pune, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,432.0,-1,0,0,1,1,0
Data Scientist,"₹1,362K - ₹1,475K","Data Sciences team at Priority Vendor uses data and algorithms to build large scale systems to enable better decision making for the invoice discounting as well as render better customer experience to suppliers. Some of the areas of our focus are Rate Determination, Demand Sensing, Recommendation Systems, etc.

Some of the things we are working on:
Daily Rate Determination

Building algorithms to predict supplier expectation on discount amount

Building prediction models to improve on invoice discounting%

Role & Responsibilities

As a data scientist, he/she will have the opportunity to leverage Priority Vendor 3 year old rich data to develop data products that are used by millions of suppliers (end user) and propel the growth of our business. He/she will collaborate with a strong team of engineers, product managers in defining the frontier of data products. Data scientists will work on how to evaluate potential approaches, build features, statistical/machine learning models and determine metrics. He/she will communicate insights/recommendations to a wide spectrum of stakeholders across the company.

Qualification & Skillset

Advanced degree in the quantitative field preferred.

3+ year’s industry experience developing machine learning models at scale from inception to business impact.

Deep understanding of modern machine learning techniques and their mathematical underpinnings such as classification, recommendation systems, and natural language processing.

Proven ability to tailor machine learning solutions to business problems in a cross-functional team.

Experience with distributed machine learning and computing framework (Spark, Hadoop, Mahout or equivalent). Applied experience preferred.

Strong programming skill (Python, R, or Scala preferred).

Experience productionizing machine learning model is a plus.

High proficiency in at least one of the following broad areas:

Machine learning

Statistical modeling/inference

Information retrieval,

Data mining

NLP",4.0,"Priority Vendor
4.0",Noida,"Noida, India",51 to 200 employees,2014,Company - Private,-1,Finance,Unknown / Non-Applicable,-1,0,1362.0,6,1,0,1,0,0
Data Scientist,"₹27,831/mo","JOB DESCRIPTION

Data Scientist

Role : Data Scientist

Experience : 5+ years

Education

Graduation / Post Graduation : Specialization in Computer Science, Software Engineering, Business Analytics etc.

Role Background

Inteliment is looking for people who aspire to solve real and complex business problems with their Data Science expertise. You will be a part of our Data Science Centre of Excellence that implements Inteliment’s Data Science Platform as well as on other industry leading platforms.

Key Responsibilities

Work closely with product engineering, client and project teams and align them with respect to your focus area.

Developing advanced algorithms that solve problems of large dimensionality in a computationally efficient and statistically effective manner.

Enhancing data collection, processing, cleansing and verifying the integrity of data used for advance analytics

Be a subject matter expert in Data Science Platform Data Science & Analytics products and offerings.

Selecting features, building and optimizing classifiers using machine learning techniques, understand and work around possible limitations in models.

To develop hypothesis and test them with careful experiments.

Aid in project planning to determine effort and time estimations.

Contributing to creation of knowledgebase for Technology platform & practise and related KMS initiatives.

Required Skills

Data-oriented personality with a good scripting and programming skills and hands-on expertise on data science toolkits, such as R, MatLab, SAS, SPSS

Hands-on expertise and exposure in NLP, machine & deep learning algorithms, model building, statistical modelling, predictive modelling environments

Excellent track record of delivery using languages like Python, R, Java and technologies like Hadoop, Git / Stash, JIRA / Rally etc.

Desired Skills

Demonstrated clear and thorough logical and analytical thinking, as well as problem solving skills

Self-directed, ability to work independently and research innovative solutions to business problems

Must be flexible to travel onsite if required.

Effective interpersonal communication across various levels of the organization.

Ability to interpret, evaluate and communicate detailed information in a manner that is appropriate to the audience.

Ability to conduct root cause analysis and performance tuning for complex business processes and functionality.

Ability to interact with IT and business users across the organization to resolve issues and provide solutions in a timely manner.

Should be proactive & transparent in the in the deliverables & critical thinker while designing the solutions.

Team oriented and enjoys working in a collaborative development environment.

Tools & Technologies

Excellent track record of delivery using languages like Python, R, Java and technologies like Hadoop, Git / Stash, JIRA / Rally, SAS, SPSS, Statistic etc.

Experience with NoSQL databases (MongoDB, Cassandra, HBase) and SQL, Hive, Pig.

Experience with data-viz tools to present trends, forecasts, patters Tools & Technologies

If you have got it all.. What are you waiting for?",4.2,"inteliment
4.2",Pune,"Pune, India",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,₹1 to ₹5 billion (INR),-1,1,27831.0,-1,1,0,0,0,1
